1,3063310.233,627241.588,1321.657
2,3063312.082,627243.503,1321.649
3,3063311.338,627246.947,1321.368
4,3063316.166,627235.858,1321.725
5,3063311.054,627248.928,1321.089
6,3063321.752,627228.414,1321.980
7,3063310.576,627251.932,1321.080
8,3063329.789,627165.469,1322.063
9,3063327.253,627145.252,1322.219
10,3063320.720,627146.830,1322.328
11,3063323.792,627168.010,1322.029
12,3063332.465,627159.637,1321.848
13,3063319.288,627157.159,1322.238
14,3063332.271,627155.373,1321.732
15,3063314.624,627155.817,1321.352
16,3063346.044,627161.394,1321.636
17,3063339.504,627161.491,1321.750
18,3063313.642,627153.655,1322.811
19,3063339.436,627159.633,1321.755
20,3063311.328,627156.681,1323.423
21,3063309.987,627158.458,1323.419
22,3063361.442,627166.919,1322.128
23,3063298.719,627173.628,1322.762
24,3063300.989,627174.751,1322.433
25,3063299.891,627179.517,1321.553
26,3063313.214,627177.264,1321.523
27,3063361.601,627159.065,1321.767
28,3063307.078,627183.090,1321.549
29,3063304.936,627182.580,1321.503
30,3063339.935,627197.437,1321.874
31,3063304.374,627184.699,1321.573
32,3063333.199,627184.262,1322.045
33,3063306.027,627205.490,1321.446
34,3063336.029,627185.220,1321.916
35,3063303.795,627204.613,1321.563
36,3063338.050,627186.076,1321.627
37,3063305.678,627196.862,1321.600
38,3063340.744,627186.412,1321.419
39,3063310.576,627187.269,1321.541
40,3063338.265,627180.886,1321.547
41,3063336.654,627179.792,1321.733
42,3063318.441,627182.076,1321.975
43,3063296.228,627184.425,1321.496
44,3063330.416,627164.282,1322.070
45,3063337.219,627163.213,1321.731
46,3063286.412,627181.769,1321.510
47,3063346.076,627167.457,1321.426
48,3063348.228,627163.504,1321.598
49,3063291.872,627201.663,1321.993
50,3063290.557,627206.638,1321.987
51,3063336.773,627168.968,1321.905
52,3063308.463,627206.233,1321.771
53,3063350.531,627177.060,1321.468
54,3063307.591,627203.493,1321.172
55,3063319.745,627169.593,1322.357
56,3063318.632,627172.071,1321.959
57,3063319.734,627174.102,1322.406
58,3063313.208,627166.626,1321.967
59,3063318.785,627177.248,1322.038
60,3063322.151,627180.776,1322.451
61,3063318.021,627190.038,1321.941
62,3063318.368,627191.929,1322.490
63,3063324.431,627188.106,1322.018
64,3063309.821,627167.398,1322.743
65,3063307.499,627168.024,1322.901
66,3063306.060,627170.604,1322.247
67,3063303.244,627173.796,1322.012
68,3063306.657,627174.397,1321.480
69,3063309.925,627175.837,1321.283
70,3063309.686,627170.975,1321.726
71,3063316.320,627172.344,1321.981
72,3063312.777,627164.528,1322.513
73,3063310.855,627166.135,1322.574
74,3063313.064,627184.760,1321.488
75,3063315.808,627185.563,1321.849
76,3063311.045,627191.953,1321.363
77,3063314.440,627193.105,1321.971
78,3063310.379,627197.487,1321.792
79,3063310.321,627203.645,1322.023
80,3063303.304,627203.398,1321.542
81,3063306.906,627186.975,1321.498
82,3063299.763,627185.387,1321.530
83,3063297.691,627198.556,1321.519
84,3063305.501,627276.3663,1320.522278
85,3063282.911,627268.6027,1320.452278
86,3063267.648,627263.3931,1320.488278
87,3063291.685,627258.7519,1320.665278
88,3063288.905,627257.8496,1320.677278
89,3063295.618,627249.2085,1321.102278
90,3063291.537,627247.3149,1321.118278
91,3063262.278,627225.3206,1321.655278
92,3063292.838,627243.4781,1321.088278
93,3063265.103,627227.4834,1321.574278
94,3063297.39,627244.9283,1321.126278
95,3063298.853,627243.6869,1321.392278
96,3063275.165,627211.0356,1321.596278
97,3063303.482,627231.6137,1321.538278
98,3063300.705,627230.1542,1321.586278
99,3063286.446,627211.174,1321.586278
100,3063281.044,627217.868,1321.540278
101,3063293.132,627230.4782,1321.687278
102,3063289.262,627230.5788,1321.844278
103,3063275.76,627224.9914,1321.467278
104,3063280.613,627238.6334,1321.803278
105,3063276.529,627230.0883,1321.416278
106,3063276.499,627236.6267,1321.844278
107,3063273.54,627244.8747,1321.145278
108,3063278.751,627231.9577,1321.821278
109,3063286.623,627220.701,1321.987278
110,3063289.175,627216.9401,1321.954278
111,3063289.423,627214.7108,1321.721278
112,3063291.764,627212.4822,1321.950278
113,3063316.562,627235.1406,1321.572278
114,3063317.597,627243.3046,1321.568278
115,3063323.943,627239.7877,1321.636278
116,3063301.003,627203.4604,1322.299278
117,3063298.949,627206.9053,1322.319278
118,3063317.269,627213.9452,1322.745278
119,3063300.041,627240.9999,1322.007278
120,3063303.524,627236.0475,1322.076278
121,3063308.737,627235.3547,1321.704278
122,3063308.835,627241.898,1321.442278
123,3063296.954,627230.5549,1321.644278
124,3063307.385,627247.7179,1321.310278
125,3063293.589,627232.4227,1321.627278
126,3063300.402,627244.9054,1321.348278
127,3063289.031,627237.1367,1321.592278
128,3063284.431,627238.6294,1321.646278
129,3063281.081,627263.1165,1320.535278
130,3063293.883,627240.3504,1321.452278
131,3063294.785,627267.7897,1320.483278
132,3063234.932,627225.9939,1320.994667
133,3063249.525,627230.2869,1321.416667
134,3063229.194,627231.4458,1320.265667
135,3063230.322,627233.8872,1320.161667
136,3063240.651,627227.2434,1321.440667
137,3063237.951,627226.7406,1321.084667
138,3063244.247,627225.5464,1321.432667
139,3063241.417,627220.8358,1321.531667
140,3063247.023,627216.0262,1321.292667
141,3063250.454,627224.3548,1321.606667
142,3063255.088,627221.0102,1321.359667
143,3063257.559,627230.5362,1321.520667
144,3063262.304,627225.2941,1321.361667
145,3063267.081,627236.3792,1321.554667
146,3063248.589,627198.5763,1321.621667
147,3063251.348,627198.6141,1321.392667
148,3063273.701,627237.0401,1321.580667
149,3063255.031,627192.5422,1321.355667
150,3063273.355,627239.4074,1321.641667
151,3063267.498,627238.8204,1321.573667
152,3063260.606,627235.894,1321.502667
153,3063252.894,627229.8895,1321.534667
154,3063243.998,627218.195,1321.855667
155,3063244.16,627225.5753,1321.430667
156,3063244.636,627217.6878,1321.967667
157,3063243.715,627217.4228,1322.333667
158,3063243.945,627214.9008,1321.903667
159,3063245.888,627214.7833,1321.336667
160,3063244.156,627227.4522,1320.912667
161,3063247.934,627218.6646,1321.325667
162,3063254.023,627222.6486,1321.288667
163,3063239.863,627226.4652,1321.108667
164,3063236.427,627229.0488,1320.885667
165,3063257.743,627198.3107,1321.389667
166,3063231.415,627232.9312,1320.365667
167,3063239.837,627220.8271,1321.926667
168,3063229.879,627230.1585,1320.429667
169,3063236.042,627217.9183,1322.243667
170,3063230.969,627225.649,1321.430667
171,3063237.054,627220.7841,1321.691667
172,3063232.333,627227.6303,1320.735667
173,3063235.67,627222.9636,1321.735667
174,3063234.309,627225.0553,1321.051667
175,3063236.272,627224.7723,1321.126667
176,3063239.885,627222.2129,1321.378667
177,3063213.038,627240.661,1318.728833
178,3063210.626,627242.9361,1318.670833
179,3063217.27,627236.8354,1319.226833
180,3063208.706,627246.1617,1318.502833
181,3063219.451,627239.2667,1319.311833
182,3063222.169,627235.9191,1320.035833
183,3063207.505,627249.1779,1318.317833
184,3063227.947,627235.1562,1321.005833
185,3063226.66,627233.2917,1321.006833
186,3063207.444,627249.2399,1318.300833
187,3063188.007,627238.6829,1316.708833
188,3063189.229,627246.8248,1316.164833
189,3063191.997,627243.6691,1316.500833
190,3063226.419,627232.1877,1320.502833
191,3063191.567,627245.8292,1316.414833
192,3063193.08,627246.5204,1316.353833
193,3063200.613,627245.4434,1317.155833
194,3063194.802,627242.9709,1316.607833
195,3063204.756,627244.9017,1317.164833
196,3063204.018,627241.3915,1317.678833
197,3063197.305,627243.103,1317.014833
198,3063203.62,627248.2387,1316.990833
199,3063202.156,627249.2628,1316.357833
200,3063200.913,627249.2994,1317.008833
201,3063199.393,627243.0214,1317.225833
202,3063200.537,627251.0153,1316.488833
203,3063189.704,627235.9008,1316.564833
204,3063192.469,627237.1452,1316.563833
205,3063196.569,627236.2272,1317.038833
206,3063192.974,627234.5063,1316.712833
207,3063189.626,627234.106,1316.371833
208,3063215.191,627234.6246,1318.843833
209,3063216.444,627232.9475,1318.692833
210,3063208.701,627234.5704,1318.620833
211,3063209.818,627228.7206,1318.402833
212,3063215.042,627230.4835,1318.495833
213,3063207.376,627232.3022,1318.311833
214,3063214.328,627223.4489,1318.453833
215,3063206.131,627226.2537,1318.312833
216,3063203.743,627179.242,1316.260611
217,3063201.629,627181.4794,1316.969611
218,3063199.169,627183.6762,1317.008611
219,3063197.1,627186.6448,1316.890611
220,3063195.208,627185.5427,1316.023611
221,3063197.379,627181.7747,1316.065611
222,3063200.714,627178.0102,1316.065611
223,3063199.352,627175.076,1315.892611
224,3063195.949,627176.2451,1315.811611
225,3063194.54,627180.6502,1315.732611
226,3063193.058,627184.5504,1315.891611
227,3063195.294,627174.2863,1314.916611
228,3063192.884,627179.8172,1314.745611
229,3063189.618,627177.3774,1314.562611
230,3063207.116,627186.011,1317.277611
231,3063208.209,627186.1606,1317.534611
232,3063211.216,627186.6374,1317.728611
233,3063213.465,627186.8826,1318.506611
234,3063213.727,627183.3088,1318.567611
235,3063213.755,627179.2697,1318.608611
236,3063210.794,627179.3088,1317.644611
237,3063206.441,627179.1828,1317.125611
238,3063191.212,627171.6625,1314.449611
239,3063203.493,627194.2432,1317.194611
240,3063207.812,627195.8312,1317.633611
241,3063205.585,627203.1337,1317.233611
242,3063205.003,627210.0714,1317.428611
243,3063192.871,627199.8569,1316.794611
244,3063194.869,627171.4765,1314.487611
245,3063193.586,627169.9057,1313.874611
246,3063197.935,627173.0874,1314.903611
247,3063202.895,627171.5565,1315.301611
248,3063200.903,627174.4203,1315.991611
249,3063205.033,627163.7423,1315.360611
250,3063206.877,627155.8897,1315.359611
251,3063207.827,627150.3343,1315.883611
252,3063193.511,627164.7453,1314.242611
253,3063208.429,627147.4526,1316.559611
254,3063190.75,627154.2209,1314.259611
255,3063210.889,627143.4075,1317.648611
256,3063209.928,627138.8653,1317.812611
257,3063194.149,627152.1953,1314.295611
258,3063207.95,627140.7094,1316.606611
259,3063194.157,627152.2547,1314.302611
260,3063206.758,627143.9524,1315.971611
261,3063201.731,627127.6033,1316.321611
262,3063213.191,627100.2458,1318.832778
263,3063217.895,627107.6206,1318.940778
264,3063212.467,627104.3555,1318.800778
265,3063209.368,627096.3894,1318.826778
266,3063207.525,627090.4802,1318.907778
267,3063205.583,627089.638,1318.380778
