0,0,1310.093
0,-5,1310.485
0,-10,1310.679
0,5,1309.928
0,10,1309.520
15,0,1309.806
15,-2,1310.019
15,-5,1310.780
15,-10,1311.456
15,5,1309.844
15,10,1309.440
30,0,1309.865
30,-5,1309.956
30,-10,1310.404
30,5,1309.851
30,10,1309.759
41.2,0,1309.792
41.2,-5,1310.258
41.2,-10,1310.633
41.2,5,1309.773
41.2,10,1309.755
62.1,0,1310.473
62.1,-5,1310.812
62.1,-10,1311.137
62.1,5,1310.254
62.1,10,1310.218
83,0,1310.312
83,-5,1310.398
83,-10,1310.584
83,5,1310.321
83,10,1310.137
90,0,1310.438
90,-5,1310.463
90,-10,1310.536
90,5,1310.252
90,10,1310.139
102.3,0,1308.958
102.3,-5,1309.110
102.3,-10,1309.006
102.3,5,1308.718
102.3,10,1308.653
123.2,0,1308.262
123.2,-5,1308.299
123.2,-10,1308.398
123.2,5,1308.109
123.2,10,1307.872
144.2,0,1306.761
144.2,-5,1306.752
144.2,-7,1307.025
144.2,-10,1307.210
144.2,5,1306.645
144.2,10,1306.670
161.8,0,1304.866
161.8,-5,1304.484
161.8,-10,1303.965
161.8,5,1304.807
161.8,10,1304.853
224,0,1304.371
224,-5,1304.716
224,-10,1304.878
224,5,1304.124
224,10,1303.883
227.2,0,1305.371
227.2,5,1305.004
227.2,10,1304.840
227.2,-5,1305.390
227.2,-10,1305.633
236.6,0,1306.741
236.6,5,1306.537
236.6,10,1306.089
236.6,-5,1306.838
236.6,-10,1306.811
248,0,1308.431
248,-5,1308.917
248,-10,1309.325
248,5,1307.713
248,10,1307.105
256.9,0,1309.356
256.9,-5,1310.277
256.9,-8,1310.669
256.9,5,1308.572
256.9,10,1308.058
270,0,1309.736
270,5,1308.879
270,10,1307.713
270,-3,1310.280
270,-5,1310.824
285,0,1309.893
285,-5,1310.198
285,-7.5,1310.263
285,5,1308.911
285,8,1308.350
300,0,1309.347
300,5,1309.599
300,8,1308.059
300,-4,1309.804
300,-6,1310.113
300,-8,1310.569
315,0,1309.749
315,5,1308.349
315,8,1307.983
315,-2.5,1310.232
315,-3,1310.346
316.1,0,1309.786
316.1,5,1308.322
316.1,10,1308.006
334.5,0,1310.633
334.5,4,1309.318
334.5,8,1308.140
334.5,-3,1310.769
334.5,-6,1311.140
352.9,0,1311.602
352.9,-4,1312.000
352.9,1,1311.578
352.9,1.2,1311.331
352.9,-1.2,1311.596
352.9,-1.4,1311.930
352.9,3,1311.215
352.9,4,1309.788
352.9,8,1308.973
360,0,1311.692
360,1,1311.745
360,1.3,1311.382
360,2.5,1311.252
360,-0.7,1311.995
360,-1.2,1312.160
360,3.5,1310.095
360,7,1309.761
375,0,1312.716
375,-5,1313.009
375,-8,1313.111
375,-9,1313.851
375,2,1312.635
375,2.8,1312.056
375,5.5,1312.090
375,5.7,1311.621
375,9,1311.350
377,0,1312.662
377,-3.5,1312.861
377,-7,1313.449
377,1,1312.439
377,2.2,1312.113
377,5,1312.108
377,5.5,1311.511
377,9,1311.181
395.1,0,1311.878
395.1,1.6,1312.013
395.1,2.2,1312.306
395.1,3,1312.097
395.1,4,1311.224
395.1,-5,1312.080
395.1,5,1311.488
395.1,-7,1312.408
395.1,-7.4,1312.957
395.1,-8,1313.281
413.1,0,1310.429
413.1,-1,1310.765
413.1,-1.6,1311.572
413.1,-4,1311.556
413.1,-4.4,1312.102
413.1,-5,1312.213
413.1,5,1310.259
413.1,8,1310.544
413.1,-10,1312.403
420,0,1310.149
420,5,1309.994
420,9,1310.227
420,10,1309.515
420,-2.3,1310.187
420,-3.2,1311.009
420,-4,1311.186
420,-4.8,1311.809
420,-7,1311.801
420,-10,1311.809
435,0,1309.131
435,0.8,1309.297
435,1.5,1308.547
435,6,1308.395
435,8,1308.453
435,-2,1309.273
435,-2.7,1309.984
435,-5,1310.010
435,-10,1310.255
448.9,0,1308.646
448.9,5,1308.434
448.9,8,1308.483
448.9,8.5,1308.004
448.9,9.5,1308.062
448.9,10,1307.256
448.9,-5,1308.821
448.9,-7.8,1308.899
448.9,-8.3,1309.747
459.5,0,1308.393
459.5,-3,1308.572
459.5,-8,1308.841
459.5,-10,1308.991
459.5,4.3,1308.464
459.5,5.5,1308.108
459.5,7.1,1308.124
459.5,8.5,1307.422
470,0,1308.114
470,1.5,1308.058
470,2,1307.681
470,3,1307.004
470,7,1307.041
470,7.5,1306.156
470,9.5,1306.154
470,10,1305.484
470,-5,1308.158
470,-10,1308.703
480,0,1307.073
480,-5,1307.507
480,-10,1307.905
480,-1,1307.688
480,-0.5,1307.188
480,5,1306.544
480,10,1305.553
487.4,0,1306.702
487.4,5,1305.952
487.4,10,1304.980
487.4,-5,1307.574
487.4,-10,1307.801
500.5,0,1306.504
500.5,5,1305.914
500.5,10,1304.973
500.5,-5,1306.916
500.5,-10,1307.614
513.7,0,1305.952
513.7,5,1305.159
513.7,10,1303.902
513.7,-5,1306.532
513.7,-10,1307.269
525.2,0,1304.574
525.2,-1,1305.248
525.2,-3,1305.621
525.2,-5,1306.471
525.2,1,1304.384
525.2,4,1304.250
525.2,4.6,1303.502
525.2,8,1303.412
525.2,8.7,1302.610
525.2,10,1302.540
539,0,1302.916
539,6,1302.865
539,6.6,1302.711
539,7.1,1301.970
539,10,1301.989
539,-4,1303.028
539,-4.7,1303.905
539,-7.6,1303.977
539,-8.5,1304.400
539,-10,1305.007
552.7,0,1301.785
552.7,5,1301.772
552.7,10,1301.834
552.7,-5,1301.722
552.7,-10,1301.803
555,0,1301.762
555,5,1301.830
555,10,1301.844
555,-5,1301.748
555,-5.5,1301.820
555,-5.7,1301.515
555,-6.2,1301.490
555,-10,1300.062
570,0,1301.383
570,-4,1301.465
570,-4.3,1301.087
570,-5,1301.105
570,-5.6,1300.639
570,-9,1300.422
570,-10,1300.220
570,3,1301.519
570,3.2,1301.821
570,5,1301.743
570,10,1301.767
580.1,0,1300.182
580.1,-5,1299.948
580.1,-9,1299.969
580.1,-10,1299.232
580.1,5,1300.083
580.1,10,1300.230
589,0,1298.986
589,5,1299.451
589,10,1299.321
589,-5,1299.035
589,-3.3,1298.611
589,-5,1298.647
589,-5.7,1297.702
589,-8,1297.758
589,-10,1297.263
598,0,1298.062
598,-5,1296.847
598,-10,1294.769
598,3,1298.917
598,6,1299.418
600,0,1298.126
600,-1.3,1298.131
600,-2.1,1297.414
600,-2.6,1297.343
600,-3.5,1296.836
600,-5,1296.835
600,-5.5,1296.235
600,-10,1294.902
600,0.4,1298.123
600,0.9,1298.803
600,3,1298.827
600,3.5,1299.492
610.5,0,1296.904
610.5,-0.5,1296.987
610.5,-1.5,1295.996
610.5,-5,1296.009
610.5,-6,1295.201
610.5,-10,1295.115
610.5,3.5,1296.973
610.5,4.5,1297.987
610.5,7,1298.010
610.5,9,1299.103
610.5,10,1299.118
615.8,0,1296.569
615.8,-2.7,1296.621
615.8,-3,1295.798
615.8,-6.6,1295.841
615.8,-7,1296.016
615.8,-10,1295.026
615.8,1,1296.653
615.8,1.5,1297.460
615.8,4.5,1297.520
621.2,0,1295.214
621.2,-1.5,1295.300
621.2,-1.7,1294.926
621.2,-4,1294.907
621.2,-4.5,1294.317
621.2,-6.5,1294.320
621.2,-7.5,1293.430
621.2,-10,1293.319
621.2,1,1295.284
621.2,1.8,1295.626
621.2,3.5,1295.710
621.2,4,1295.956
621.2,6,1296.088
621.2,7,1296.659
621.2,10,1296.790
630,0,1292.859
630,-0.7,1292.857
630,-1.1,1292.165
630,-7,1292.225
630,-7.4,1291.643
630,-10,1291.631
630,4.2,1292.877
630,4.5,1293.240
630,8.5,1293.247
630,8.9,1293.668
630,10,1293.677
645,0,1292.128
645,1.5,1292.064
645,2.1,1292.564
645,4,1292.567
645,4.5,1293.632
645,8,1293.656
645,10,1294.033
645,-4.5,1292.327
645,-5,1291.107
645,-9,1290.931
645,-10,1290.144
660,0,1293.984
660,-0.6,1293.524
660,-3,1293.523
660,-3.5,1292.452
660,-7,1292.450
660,-7.4,1291.219
660,-10,1291.217
660,0.3,1294.404
660,4.7,1294.405
660,5,1295.855
660,8,1295.856
660,8.9,1296.791
660,10,1296.793
671.8,0,1293.966
671.8,-0.6,1292.836
671.8,-3.6,1292.750
671.8,-4.1,1292.137
671.8,-5.1,1292.073
671.8,-5.6,1291.111
671.8,-9.1,1291.063
671.8,1.5,1294.079
671.8,2,1294.864
671.8,4.5,1294.933
671.8,5,1295.776
671.8,7.7,1295.839
671.8,8.4,1296.740
681.8,0,1292.834
681.8,-0.8,1292.378
681.8,-1.9,1292.344
681.8,-2.4,1292.023
681.8,-3.9,1291.957
681.8,-4.3,1291.278
681.8,-8.3,1291.248
681.8,0.3,1293.254
681.8,4.7,1293.255
681.8,5,1294.705
681.8,8,1294.706
681.8,8.9,1295.641
681.8,10,1295.643
691.8,0,1291.230
691.8,-0.7,1290.763
691.8,-1.9,1290.723
691.8,-2.4,1290.402
691.8,-3.9,1290.336
691.8,-4.9,1289.657
691.8,-9.4,1289.285
691.8,0.5,1291.660
691.8,5,1291.670
691.8,5.5,1293.128
691.8,8.5,1293.130
691.8,9.5,1294.060
691.8,10,1294.065
710.5,0,1291.358
710.5,-5,1291.276
710.5,-8,1291.322
710.5,-8.1,1291.071
710.5,-10,1291.067
710.5,5,1291.188
710.5,10,1291.070
716.8,0,1290.706
716.8,-5,1290.773
716.8,-10,1290.730
716.8,5,1290.588
716.8,5.2,1290.026
716.8,10,1290.007
722.8,0,1290.928
722.8,-5,1291.024
722.8,-10,1290.933
722.8,5,1290.886
722.8,5.5,1290.056
722.8,10,1289.855
728.8,0,1290.067
728.8,5,1289.957
728.8,10,1289.797
728.8,-5,1290.077
728.8,-10,1289.877
729,0,1290.967
729,5,1290.886
729,10,1290.886
729,-1.5,1291.357
729,-5,1291.357
729,-10,1291.357
733.7,0,1292.325
733.7,5,1291.327
733.7,10,1290.985
733.7,-5,1292.294
733.7,-10,1292.275
738.3,0,1293.020
